,,,,,,NaiveBayesSimple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,,,
data,5,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,87,4,0,95.604396,4.395604,0,0.910719,0.029295,0.171113,8.657163,41.654962,110.586637,250.800325,-140.213689,1.215238,2.756048,-1.54081,98.422,1.08156,88.999904,1,58,0.090909,3,0.909091,30,0,0,0.95082,1,0.97479,0.929721,0.959248,0.956235,0.956044,0.058858,0.941142,0.043956,0.955834,0.956044,0.954752,0.920961,0.962097,0.95306,0.90134,0.956044,0.001,0,0,0,0,0,3316,110390,13832,95.604396,33.333333,?,,,
data,5,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,89,2,0,97.802198,2.197802,0,0.95625,0.015044,0.121087,4.445831,29.477002,110.586637,47.149832,63.436804,1.215238,0.51813,0.697108,104.425165,1.147529,94.428376,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.99791,0.9988,0.978022,0.02023,0.97977,0.021978,0.978208,0.978022,0.977961,0.965343,0.995037,0.972345,0.942996,0.978022,0.001,0,0.015625,0,15.625,0,3316,110390,13832,97.802198,33.333333,?,,,
data,5,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,88,3,0,96.703297,3.296703,0,0.936125,0.022041,0.148192,6.470064,35.805578,111.733776,40.28781,71.445967,1.227844,0.442723,0.785121,103.344343,1.135652,92.491587,1,57,0,0,1,34,0,0,1,1,1,1,1,1,0.967033,0.006467,0.993533,0.032967,0.969358,0.967033,0.967821,0.959805,0.997882,0.987301,0.914465,0.967033,0.001,0,0,0,0,0,3316,110390,13832,96.703297,33.333333,?,,,
data,5,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,818,90,88,2,0,97.777778,2.222222,0,0.957407,0.014935,0.12171,4.401377,29.536735,109.929783,123.715892,-13.78611,1.221442,1.374621,-0.153179,105.689295,1.174325,96.142549,0.964912,55,0,0,1,33,0.035088,2,1,0.964912,0.982143,0.953821,0.994684,0.997189,0.977778,0.001874,0.998126,0.022222,0.982716,0.977778,0.978968,0.960738,0.995294,0.975539,0.952381,0.977778,0.001,0,0,0,0,0,3316,110523,13699,97.777778,33.333333,?,,,
data,5,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,818,90,90,0,0,100,0,0,1,0.00174,0.013664,0.512782,3.316001,109.929783,0.358934,109.570848,1.221442,0.003988,1.217454,109.570848,1.217454,99.673488,1,57,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0.001,0,0,0,0,3316,110523,13699,100,33.703704,?,,,
data,6,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,90,1,0,98.901099,1.098901,0,0.978857,0.009271,0.086952,2.721472,21.009039,111.733776,43.865622,67.868155,1.227844,0.48204,0.745804,109.215108,1.200166,97.745831,0.982456,56,0,0,1,34,0.017544,1,1,0.982456,0.99115,0.976927,0.99742,0.998585,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.989329,0.98015,0.997861,0.992141,0.974828,0.989011,0.001,0,0,0,0,0,3316,110390,13832,98.901099,34.065934,?,,,
data,6,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,88,3,0,96.703297,3.296703,0,0.93517,0.021997,0.147674,6.500354,35.949081,110.586637,28.730095,81.856542,1.215238,0.315715,0.899522,102.392043,1.125187,92.589888,0.982759,57,0.030303,1,0.969697,32,0.017241,1,0.982759,0.982759,0.982759,0.952456,0.999478,0.999708,0.967033,0.021146,0.978854,0.032967,0.96978,0.967033,0.968024,0.945418,0.998713,0.993258,0.92105,0.967033,0.002,0,0,0,0,0,3316,110390,13832,96.703297,33.333333,?,,,
data,6,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,90,1,0,98.901099,1.098901,0,0.978553,0.007563,0.085617,2.235006,20.842337,110.586637,47.684387,62.902249,1.215238,0.524004,0.691234,108.431621,1.191556,98.051287,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.998433,0.999152,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98933,0.979723,0.998609,0.994685,0.974879,0.989011,0.001,0,0,0,0,0,3316,110390,13832,98.901099,33.333333,?,,,
data,6,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,90,1,0,98.901099,1.098901,0,0.978553,0.007349,0.085592,2.171666,20.836229,110.586637,68.116605,42.470031,1.215238,0.748534,0.466704,108.47439,1.192026,98.089963,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.996343,0.998143,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98933,0.979723,0.996753,0.979939,0.974879,0.989011,0.002,0,0.015625,0,15.625,0,3316,110390,13832,98.901099,33.333333,?,,,
data,6,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,90,1,0,98.901099,1.098901,0,0.97839,0.007386,0.085593,2.182544,20.836319,110.586637,29.291786,81.294851,1.215238,0.321888,0.89335,108.288416,1.189983,97.921792,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98927,0.986923,0.998539,0.985152,0.971242,0.989011,0.001,0,0,0,0,0,3316,110390,13832,98.901099,33.333333,?,,,
data,6,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,90,1,0,98.901099,1.098901,0,0.978193,0.00745,0.085437,2.201514,20.798451,110.586637,9.056559,101.530077,1.215238,0.099523,1.115715,106.765413,1.173246,96.544588,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989011,0.004396,0.995604,0.010989,0.989418,0.989011,0.988692,0.986368,0.9997,0.998219,0.96807,0.989011,0.001,0,0,0,0,0,3316,110390,13832,98.901099,33.333333,?,,,
data,6,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,85,6,0,93.406593,6.593407,0,0.869347,0.043777,0.206907,12.936821,50.368576,110.586637,142.554067,-31.96743,1.215238,1.566528,-0.35129,94.061958,1.033648,85.057255,0.982759,57,0.060606,2,0.939394,31,0.017241,1,0.966102,0.982759,0.974359,0.92848,0.992685,0.995561,0.934066,0.045771,0.954229,0.065934,0.937644,0.934066,0.935159,0.895504,0.986845,0.96219,0.853675,0.934066,0.002,0,0,0,0,0,3316,110390,13832,93.406593,33.699634,?,,,
data,6,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,90,1,0,98.901099,1.098901,0,0.97839,0.008242,0.086191,2.435635,20.981896,110.586637,25.757937,84.8287,1.215238,0.283054,0.932184,108.108769,1.188008,97.759342,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98927,0.986923,0.998539,0.985152,0.971242,0.989011,0.001,0,0,0,0,0,3316,110390,13832,98.901099,33.699634,?,,,
data,6,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,818,90,88,2,0,97.777778,2.222222,0,0.956247,0.014103,0.111557,4.156061,27.072934,109.929783,178.823348,-68.893565,1.221442,1.986926,-0.765484,105.515649,1.172396,95.984588,1,57,0.030303,1,0.969697,32,0,0,0.982759,1,0.991304,0.976206,0.982456,0.985433,0.977778,0.020129,0.979871,0.022222,0.979358,0.977778,0.977752,0.963896,0.985243,0.98581,0.961546,0.977778,0.001,0.001,0,0,0,0,3316,110523,13699,98.888889,34.074074,?,,,
data,6,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,818,90,88,2,0,97.777778,2.222222,0,0.956374,0.016218,0.121526,4.779559,29.492086,109.929783,16.191499,93.738284,1.221442,0.179906,1.041536,103.533626,1.150374,94.181598,1,57,0,0,1,33,0,0,1,1,1,1,1,1,0.977778,0.005451,0.994549,0.022222,0.977778,0.977778,0.977778,0.972327,0.999385,0.996692,0.93956,0.977778,0.001,0,0,0,0,0,3316,110523,13699,97.777778,33.703704,?,,,
data,7,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,90,1,0,98.901099,1.098901,0,0.978857,0.007719,0.08564,2.265989,20.691948,111.733776,11.162017,100.571759,1.227844,0.12266,1.105184,109.544991,1.203791,98.041071,0.982456,56,0,0,1,34,0.017544,1,1,0.982456,0.99115,0.976927,1,1,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.989329,0.98015,0.999869,0.998626,0.974828,0.989011,0.001,0,0,0,0,0,3316,110390,13832,98.901099,33.333333,?,,,
data,7,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,89,2,0,97.802198,2.197802,0,0.956584,0.014595,0.114286,4.313165,27.821224,110.586637,13.246026,97.34061,1.215238,0.145561,1.069677,104.516844,1.148537,94.511278,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.978022,0.005311,0.994689,0.021978,0.978022,0.978022,0.978022,0.972711,0.9994,0.996728,0.93956,0.978022,0.001,0.001,0,0.015625,0,15.625,3316,110390,13832,98.901099,34.065934,?,,,
data,7,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,90,1,0,98.901099,1.098901,0,0.978553,0.008218,0.085917,2.428421,20.915293,110.586637,46.668119,63.918518,1.215238,0.512836,0.702401,108.297355,1.190081,97.929875,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.99791,0.998888,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98933,0.979723,0.998276,0.994516,0.974879,0.989011,0.002,0,0,0,0,0,3316,110390,13832,98.901099,33.699634,?,,,
data,7,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,89,2,0,97.802198,2.197802,0,0.956584,0.014748,0.121048,4.358185,29.467365,110.586637,92.077645,18.508991,1.215238,1.011842,0.203396,104.663246,1.150146,94.643665,0.982759,57,0.030303,1,0.969697,32,0.017241,1,0.982759,0.982759,0.982759,0.952456,0.994775,0.99731,0.978022,0.02023,0.97977,0.021978,0.978022,0.978022,0.978022,0.957792,0.994969,0.975287,0.946634,0.978022,0.002,0.016,0,0,0,0,3316,110390,13832,97.802198,33.333333,?,,,
data,7,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,86,5,0,94.505495,5.494505,0,0.890783,0.036648,0.19122,10.830168,46.549868,110.586637,343.057916,-232.471279,1.215238,3.769867,-2.554629,97.64037,1.072971,88.293101,1,58,0.060606,2,0.939394,31,0,0,0.966667,1,0.983051,0.952933,0.963427,0.959449,0.945055,0.041375,0.958625,0.054945,0.953114,0.945055,0.946157,0.918852,0.963578,0.928825,0.883239,0.945055,0.002,0,0,0,0,0,3316,110390,13832,94.505495,33.333333,?,,,
data,7,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,90,1,0,98.901099,1.098901,0,0.97839,0.007677,0.085546,2.268644,20.825046,110.586637,10.160217,100.42642,1.215238,0.111651,1.103587,108.230301,1.189344,97.86924,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98927,0.986923,0.9997,0.998219,0.971242,0.989011,0.001,0,0,0,0,0,3316,110390,13832,98.901099,33.333333,?,,,
data,7,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,90,1,0,98.901099,1.098901,0,0.97839,0.007586,0.085628,2.241855,20.844885,110.586637,25.723782,84.862855,1.215238,0.282679,0.932559,108.248288,1.189542,97.885505,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98927,0.986923,0.999139,0.992242,0.971242,0.989011,0.002,0,0,0,0,0,3316,110390,13832,98.901099,33.333333,?,,,
data,7,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,88,3,0,96.703297,3.296703,0,0.93623,0.022019,0.148144,6.507054,36.063636,110.586637,74.949056,35.637581,1.215238,0.823616,0.391622,103.897758,1.141734,93.951458,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.997388,0.998632,0.967033,0.002747,0.997253,0.032967,0.976923,0.967033,0.969454,0.956059,0.997305,0.992802,0.924945,0.967033,0.001,0.001,0,0,0,0,3316,110390,13832,96.703297,33.333333,?,,,
data,7,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,818,90,89,1,0,98.888889,1.111111,0,0.97792,0.007612,0.085974,2.243201,20.864417,109.929783,9.557277,100.372506,1.221442,0.106192,1.11525,106.091225,1.178791,96.508173,1,57,0.030303,1,0.969697,32,0,0,0.982759,1,0.991304,0.976206,1,1,0.988889,0.019192,0.980808,0.011111,0.98908,0.988889,0.98851,0.978731,0.999866,0.998611,0.97146,0.988889,0.001,0,0,0,0,0,3316,110523,13699,98.888889,33.333333,?,,,
data,7,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,818,90,88,2,0,97.777778,2.222222,0,0.9567,0.015206,0.12165,4.481113,29.522122,109.929783,79.244263,30.68552,1.221442,0.880492,0.34095,103.94463,1.15494,94.555477,0.982456,56,0,0,1,33,0.017544,1,1,0.982456,0.99115,0.976504,0.99681,0.998329,0.977778,0.005451,0.994549,0.022222,0.978189,0.977778,0.977833,0.965447,0.996735,0.978363,0.943142,0.977778,0.001,0,0,0,0,0,3316,110523,13699,97.777778,33.703704,?,,,
data,8,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,89,2,0,97.802198,2.197802,0,0.956584,0.014683,0.120998,4.338937,29.455234,110.586637,39.706252,70.880385,1.215238,0.436332,0.778905,104.49741,1.148323,94.493705,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.978022,0.005311,0.994689,0.021978,0.978022,0.978022,0.978022,0.972711,0.997601,0.981771,0.93956,0.978022,0,0.001,0,0,0,0,3316,110390,13832,97.802198,33.333333,?,,,
data,8,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,88,3,0,96.703297,3.296703,0,0.93517,0.021988,0.147592,6.497962,35.929155,110.586637,90.292375,20.294261,1.215238,0.992224,0.223014,102.39366,1.125205,92.591351,0.982759,57,0.030303,1,0.969697,32,0.017241,1,0.982759,0.982759,0.982759,0.952456,0.996343,0.998143,0.967033,0.021146,0.978854,0.032967,0.96978,0.967033,0.968024,0.945418,0.99623,0.976734,0.92105,0.967033,0.001,0,0,0,0,0,3316,110390,13832,96.703297,33.333333,?,,,
data,8,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,87,4,0,95.604396,4.395604,0,0.911822,0.029449,0.171058,8.70256,41.641533,110.586637,113.303222,-2.716586,1.215238,1.24509,-0.029853,98.391557,1.081226,88.972375,1,58,0.060606,2,0.939394,31,0,0,0.966667,1,0.983051,0.952933,1,1,0.956044,0.04046,0.95954,0.043956,0.956777,0.956044,0.955791,0.930855,0.988727,0.97045,0.885779,0.956044,0.001,0,0,0,0,0,3316,110390,13832,95.604396,33.333333,?,,,
data,8,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,90,1,0,98.901099,1.098901,0,0.97839,0.00808,0.08594,2.3877,20.920944,110.586637,26.947817,83.638819,1.215238,0.29613,0.919108,108.145457,1.188412,97.792518,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98927,0.986923,0.998539,0.985152,0.971242,0.989011,0.001,0,0,0,0,0,3316,110390,13832,98.901099,33.699634,?,,,
data,8,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,91,0,0,100,0,0,1,0.000087,0.00044,0.02573,0.107086,110.586637,0.017165,110.569471,1.215238,0.000189,1.215049,110.569471,1.215049,99.984478,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,3316,110390,13832,100,33.333333,?,,,
data,8,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,90,1,0,98.901099,1.098901,0,0.978553,0.007599,0.08563,2.245626,20.845485,110.586637,46.304283,64.282353,1.215238,0.508838,0.706399,108.424308,1.191476,98.044674,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.998433,0.999152,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98933,0.979723,0.998478,0.992487,0.974879,0.989011,0.001,0,0,0,0,0,3316,110390,13832,98.901099,33.333333,?,,,
data,8,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,88,3,0,96.703297,3.296703,0,0.934876,0.023035,0.148595,6.807158,36.173281,110.586637,180.888021,-70.301385,1.215238,1.98778,-0.772543,102.176625,1.12282,92.395092,0.982759,57,0.030303,1,0.969697,32,0.017241,1,0.982759,0.982759,0.982759,0.952456,0.980146,0.990238,0.967033,0.024625,0.975375,0.032967,0.967033,0.967033,0.967033,0.942408,0.979255,0.967478,0.933813,0.967033,0,0.001,0,0,0,0,3316,110390,13832,96.703297,33.699634,?,,,
data,8,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,89,2,0,97.802198,2.197802,0,0.957516,0.016068,0.121879,4.716703,29.44785,111.733776,53.102003,58.631774,1.227844,0.583538,0.644305,105.522896,1.159592,94.441358,0.982456,56,0,0,1,34,0.017544,1,1,0.982456,0.99115,0.976927,0.997936,0.99885,0.978022,0.005552,0.994448,0.021978,0.978414,0.978022,0.978073,0.966011,0.997881,0.990846,0.94337,0.978022,0.001,0,0,0,0,0,3316,110390,13832,97.802198,33.699634,?,,,
data,8,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,818,90,88,2,0,97.777778,2.222222,0,0.956247,0.015055,0.121706,4.436699,29.535813,109.929783,185.769228,-75.839445,1.221442,2.064103,-0.842661,105.307307,1.170081,95.795065,1,57,0.030303,1,0.969697,32,0,0,0.982759,1,0.991304,0.976206,0.981393,0.984001,0.977778,0.020129,0.979871,0.022222,0.979358,0.977778,0.977752,0.963896,0.983915,0.982835,0.961546,0.977778,0.001,0,0,0,0,0,3316,110523,13699,97.777778,33.333333,?,,,
data,8,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,818,90,90,0,0,100,0,0,1,0.00039,0.003152,0.114949,0.764933,109.929783,0.076955,109.852828,1.221442,0.000855,1.220587,109.852828,1.220587,99.929997,1,57,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,3316,110523,13699,100,33.333333,?,,,
data,9,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,91,0,0,100,0,0,1,0.000102,0.000562,0.030228,0.136734,110.586637,0.020175,110.566462,1.215238,0.000222,1.215016,110.566462,1.215016,99.981757,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,3316,110390,13832,100,33.333333,?,,,
data,9,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,89,2,0,97.802198,2.197802,0,0.957297,0.015205,0.12088,4.493191,29.426618,110.586637,65.75187,44.834766,1.215238,0.722548,0.49269,106.082013,1.165736,95.926611,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.997388,0.998632,0.978022,0.001832,0.998168,0.021978,0.982906,0.978022,0.97924,0.967546,0.996574,0.978478,0.948899,0.978022,0.001,0,0,0,0,0,3316,110390,13832,97.802198,33.333333,?,,,
data,9,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,91,0,0,100,0,0,1,0.000378,0.002986,0.111629,0.726944,110.586637,0.07528,110.511356,1.215238,0.000827,1.214411,110.511356,1.214411,99.931926,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,3316,110390,13832,100,33.333333,?,,,
data,9,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,86,5,0,94.505495,5.494505,0,0.890282,0.035995,0.188041,10.637003,45.775863,110.586637,145.81832,-35.231683,1.215238,1.602399,-0.387161,96.265204,1.057859,87.049581,1,58,0.060606,2,0.939394,31,0,0,0.966667,1,0.983051,0.952933,0.998955,0.999425,0.945055,0.041375,0.958625,0.054945,0.949908,0.945055,0.946064,0.919215,0.985384,0.957228,0.862831,0.945055,0.001,0,0,0,0,0,3316,110390,13832,95.604396,33.699634,?,,,
data,9,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,91,0,0,100,0,0,1,0.001092,0.010352,0.322837,2.520088,110.586637,0.226577,110.360059,1.215238,0.00249,1.212748,110.360059,1.212748,99.795113,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,3316,110390,13832,100,33.699634,?,,,
data,9,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,86,5,0,94.505495,5.494505,0,0.893243,0.036383,0.189673,10.751887,46.173215,110.586637,248.588099,-138.001462,1.215238,2.731737,-1.5165,98.051379,1.077488,88.664762,0.965517,56,0.030303,1,0.969697,32,0.034483,2,0.982456,0.965517,0.973913,0.929405,0.977011,0.978347,0.945055,0.026457,0.973543,0.054945,0.951749,0.945055,0.947336,0.911235,0.979775,0.966542,0.888363,0.945055,0.001,0.001,0,0,0,0,3316,110390,13832,94.505495,33.333333,?,,,
data,9,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,89,2,0,97.802198,2.197802,0,0.955847,0.01468,0.121017,4.338104,29.459793,110.586637,63.783292,46.803345,1.215238,0.700915,0.514322,102.987739,1.131733,93.128557,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.989812,0.992937,0.978022,0.02371,0.97629,0.021978,0.978615,0.978022,0.976341,0.964749,0.98932,0.986482,0.935306,0.978022,0.001,0.001,0,0,0,0,3316,110390,13832,97.802198,33.333333,?,,,
data,9,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,91,0,0,100,0,0,1,0.000062,0.000357,0.018093,0.086347,111.733776,0.01215,111.721626,1.227844,0.000134,1.22771,111.721626,1.22771,99.989126,1,57,0,0,1,34,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,3316,110390,13832,100,33.333333,?,,,
data,9,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,818,90,87,3,0,96.666667,3.333333,0,0.935928,0.022241,0.149065,6.554422,36.175256,109.929783,92.245054,17.684729,1.221442,1.024945,0.196497,103.242574,1.14714,93.916837,0.982456,56,0,0,1,33,0.017544,1,1,0.982456,0.99115,0.976504,0.99681,0.998329,0.966667,0.002811,0.997189,0.033333,0.976667,0.966667,0.969114,0.955657,0.995733,0.980056,0.924893,0.966667,0.001,0,0,0,0,0,3316,110523,13699,96.666667,33.333333,?,,,
data,9,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,818,90,87,3,0,96.666667,3.333333,0,0.934861,0.022822,0.148537,6.725811,36.047099,109.929783,84.687111,25.242672,1.221442,0.940968,0.280474,101.615541,1.129062,92.436771,0.982456,56,0.030303,1,0.969697,32,0.017544,1,0.982456,0.982456,0.982456,0.952153,0.996279,0.998081,0.966667,0.021066,0.978934,0.033333,0.969444,0.966667,0.967669,0.945098,0.996171,0.976457,0.920949,0.966667,0.001,0,0,0,0,0,3316,110523,13699,96.666667,33.703704,?,,,
data,10,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,86,5,0,94.505495,5.494505,0,0.895738,0.036141,0.188622,10.609083,45.573981,111.733776,319.654904,-207.921128,1.227844,3.512691,-2.284848,100.744228,1.107079,90.164525,0.964912,55,0.029412,1,0.970588,33,0.035088,2,0.982143,0.964912,0.973451,0.930235,0.97678,0.982175,0.945055,0.022086,0.977914,0.054945,0.960843,0.945055,0.948823,0.91596,0.979724,0.959669,0.897469,0.945055,0.001,0,0,0,0,0,3316,110390,13832,95.604396,33.699634,?,,,
data,10,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,89,2,0,97.802198,2.197802,0,0.956974,0.014679,0.120369,4.33782,29.302201,110.586637,27.850687,82.73595,1.215238,0.306052,0.909186,106.008317,1.164927,95.85997,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.978022,0.001832,0.998168,0.021978,0.982906,0.978022,0.978956,0.974767,0.9991,0.994781,0.945,0.978022,0,0,0,0,0,0,3316,110390,13832,97.802198,33.333333,?,,,
data,10,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,20201212.07,817,91,89,2,0,97.802198,2.197802,0,0.95625,0.015127,0.121167,4.470369,29.496359,110.586637,46.745554,63.841082,1.215238,0.513687,0.70155,104.406809,1.147328,94.411777,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.999478,0.999708,0.978022,0.02023,0.97977,0.021978,0.978208,0.978022,0.977961,0.965343,0.996636,0.979196,0.942996,0.978022,0.001,0,0,0,0,0,3316,110390,13832,97.802198,33.699634,?,,,
